D1,D2,D3
0.825854698034252,0.937741500000001,0.922816355555558
0.810728410057458,0.952880725000003,0.897794844444446
0.700004892152597,0.903655112499999,0.818530311111111
0.704520178277303,0.911943312500001,0.836604622222222
0.789349306625552,0.986876950000002,0.911064533333333
0.82509423773896,0.981279375000006,0.852984977777777
0.749440328447309,0.947835662500001,0.878649066666667
